CLDN1	3	190040086	190040328
FBXO45	3	196295399	196295646
NCBP2	3	196668557	196669311
NA	4	53432	53966
LIAS	4	39460674	39460930
SLC30A9	4	41992241	41992461
GUF1	4	44680147	44681087
RCHY1	4	76439388	76439700
NUP54	4	77069642	77070004
NA	4	99849146	99849688
NA	4	103749674	103749925
TIFA	4	113207058	113207297
EXOSC9	4	122722026	122722380
NAA15	4	140222167	140222485
USP38	4	144105625	144106164
LSM6	4	147096820	147097285
PPID	4	159644306	159644691
SDHA	5	218794	219053
NDUFS6	5	1801438	1802120
ANKRD33B	5	10564366	10564629
ZNF622	5	16466043	16466545
TARS	5	33440598	33440799
TARS	5	33441468	33441743
BRIX1	5	34916042	34916438
LMBRD2	5	36151749	36151965
RPL37	5	40835633	40835994
MRPS30	5	44808989	44810062
ELOVL7	5	60139612	60139846
ELOVL7	5	60139942	60140223
SREK1	5	65439764	65440087
SREK1	5	65440428	65440936
SLC30A5	5	68389766	68390173
CCNH	5	86708724	86708958
NA	5	98265122	98265459
GIN1	5	102455294	102455547
PHAX	5	125936567	125937018
SLC12A2	5	127419434	127419822
RAPGEF6	5	130970328	130970852
HSPA4	5	132387180	132387371
C5orf15	5	133304089	133304614
KIAA0141	5	141303351	141303562
ADRB2	5	148206018	148206373
RBM22	5	150080714	150081127
TTC1	5	159436001	159436430
FBXW11	5	171433932	171434261
ZNF346	5	176449485	176449682
HNRNPAB	5	177631139	177631350
GMNN	6	24775570	24775908
HIST1H3A;HIST1H3D;HIST1H3C;HIST1H3E;HIST1H3I;HIST1H3G;HIST1H3J;HIST1H3H;HIST1H3B;HIST1H3F	6	26032138	26032449
HIST1H2BD	6	26157993	26158457
HIST4H4;HIST2H4B;HIST1H4I;HIST1H4A;HIST1H4D;HIST1H4F;HIST1H4K;HIST1H4J;HIST1H4C;HIST1H4H;HIST1H4B;HIST1H4E;HIST1H4L;HIST2H4A	6	26204597	26204835
ZSCAN12	6	28367135	28368009
MDC1	6	30685412	30685684
NA	6	31509111	31509326
HLA-DMA	6	32940348	32941050
TMEM217	6	37225905	37226116
RPL7L1	6	42846981	42847321
COL12A1	6	75915424	75915840
LYRM2	6	90347950	90348206
UFL1	6	96969438	96969777
NA	6	108278505	108279386
AMD1	6	111197208	111197622
NUS1	6	117996467	117996738
HINT3	6	126277608	126277946
AHI1	6	135818640	135818867
MTFR2	6	136571187	136571393
LOC100129518;SOD2	6	160114057	160114349
WTAP	6	160147421	160148022
ZFAND2A	7	1200082	1200294
PSMG3-AS1	7	1609871	1610331
RAC1	7	6414384	6414744
NA	7	7679354	7679774
MALSU1	7	23338876	23339105
GARS	7	30634057	30634250
AVL9	7	32535343	32535603
RP9	7	33148478	33149118
PURB	7	44924744	44924970
RP11-745C15.2	7	54826966	54827291
LANCL2	7	55434258	55434654
PSPH	7	56119277	56119511
CCT6A	7	56119683	56120030
BAZ1B	7	72936105	72936392
WBSCR22	7	73097142	73097892
ARPC1A	7	98923315	98923513
CNPY4	7	99716553	99716745
ORC5	7	103848455	103848865
TNPO3	7	128695215	128695418
NRF1	7	129251174	129251775
ESYT2	7	158621937	158622300
UBE2V2	8	48920963	48921358
RB1CC1	8	53627125	53627454
LACTB2	8	71581057	71581367
IL7	8	79716649	79716934
IMPA1	8	82598475	82598686
TSPYL5	8	98289863	98290082
KLF10	8	103667763	103668045
EMC2	8	109455511	109456141
ATAD2	8	124408036	124408375
MYC	8	128748444	128748783
ZNF623	8	144718457	144718926
EXOSC4	8	145133773	145133976
CYC1	8	145150226	145150441
HSF1	8	145515637	145515919
LOC101928879;COMMD5	8	146077740	146078201
TUSC1	9	25677585	25678128
TUSC1	9	25678412	25678658
IFT74	9	26946766	26947058
UBAP2	9	34048285	34048601
UBAP1	9	34178819	34179057
FAM219A	9	34458187	34458725
RPP25L	9	34612115	34612439
DCAF10	9	37800465	37800667
EXOSC3	9	37801012	37801634
FAM122A	9	71394900	71395216
RAD23B	9	110046102	110046337
NUP188	9	131709571	131709878
C9orf116	9	138392434	138393087
EDF1	9	139760783	139761132
PQBP1	X	48754808	48755397
TAZ	X	153639700	153640023
MEIG1	10	15002028	15002485
FAM188A	10	15902237	15902497
CUL2	10	35378866	35379458
LOC101929959;BMS1	10	43277557	43277848
C10orf25	10	45496337	45496657
NRBF2	10	64892988	64893689
SIRT1	10	69644726	69645115
DNAJC9-AS1	10	75006330	75007132
LOC101929112	10	75012472	75012837
SEC24C	10	75503796	75504045
WAPAL	10	88280491	88280759
BTRC	10	103113834	103114605
VTI1A	10	114206993	114207399
TRUB1	10	116697969	116698307
FAM204A	10	120101464	120101922
TIAL1	10	121356247	121356542
WDR11	10	122610613	122611187
OAT	10	126107273	126107668
BNIP3	10	133795075	133795429
MIR6743;RIC8A	11	208897	209100
DEAF1	11	695816	696038
CARS	11	3078015	3078329
SMPD1	11	6411527	6411822
ILK	11	6624920	6625300
TAF10	11	6633500	6633738
ARL14EP	11	30344272	30344560
ELP4	11	31531249	31531628
API5	11	43333379	43334016
NA	11	43665721	43666095
C11orf31	11	57508502	57508758
NA	11	62340705	62341037
WDR74	11	62606982	62607385
DPF2	11	65101319	65101784
RNASEH2C	11	65488176	65488404
KDM2A	11	66886976	66887379
RAB30	11	82782740	82782938
PICALM	11	85779430	85779828
EED	11	85956492	85957137
ZC3H12C	11	109963356	109964223
PPP2R1B	11	111637140	111637359
ZW10	11	113644000	113644560
MSANTD2	11	124670206	124670465
PARP11	12	3981929	3982196
C12orf5	12	4429758	4430170
NDUFA9	12	4758037	4758279
NDUFA9	12	4758495	4758709
NECAP1	12	8234388	8234899
NA	12	11323619	11323856
TAS2R14	12	11324271	11324466
CDKN1B	12	12869979	12870615
AEBP2	12	19592844	19593941
GOLT1B	12	21654085	21654340
CASC1	12	25348069	25348530
ALG10	12	34175265	34175723
KIF21A	12	39836183	39836713
KANSL2	12	49075454	49075767
LARP4	12	50794424	50794888
LETMD1	12	51441878	51442438
PTGES3	12	57081553	57081883
PHLDA1	12	76425139	76425536
TMTC3	12	88535582	88535863
NAA25	12	112546571	112547029
ZCCHC8	12	122984946	122985276
SLC15A4	12	129308656	129308891
PUS1	12	132413396	132413637
ZMYM5	13	20437541	20437928
XPO4	13	21476430	21477039
SKA3	13	21750633	21750955
ALG5	13	37574485	37574725
SUCLA2	13	48575249	48575491
INTS6-AS1	13	52026105	52026581
RNF219	13	79233069	79233281
ARGLU1	13	107219521	107219734
ARGLU1	13	107219835	107220066
METTL3	14	21979034	21979567
PSMB5	14	23504146	23504362
DHRS1	14	24768792	24769414
SCFD1	14	31091125	31091393
PNN	14	39644691	39644970
PRPF39	14	45553414	45553619
RPL10L	14	47120860	47121096
LRR1	14	50066198	50066392
VCPKMT	14	50582714	50583046
PSMC6	14	53173577	53173866
MAPK1IP1L	14	55518817	55519221
NAA30	14	57857542	57858027
ACTR10	14	58667007	58667341
NA	14	64010506	64010732
NA	14	68140813	68141143
DCAF5	14	69618435	69618954
COX16	14	70825963	70826644
ZNF410	14	74353197	74353423
NEK9	14	75593832	75594054
TMED10	14	75642972	75643238
NA	14	81686045	81686305
ZC3H14	14	89029327	89030115
CALM1;CALM2;CALM3	14	90863541	90863770
NDUFB1	14	92587791	92588212
KLC1	14	104029446	104029739
MKRN3	15	23810973	23811219
FAN1	15	31196131	31196388
RMDN3	15	41047221	41047434
RMDN3	15	41047633	41047879
UBR1	15	43398130	43398342
CTDSPL2	15	44719811	44720253
DUT	15	48623031	48623645
NA	15	49170466	49170721
RPS27L	15	63449947	63450217
USP3	15	63796795	63797014
CLPX	15	65477078	65477792
VWA9	15	65903715	65903924
PIAS1	15	68346904	68347353
FEM1B	15	68570346	68571162
ANP32A	15	69110549	69111007
PKM	15	72522890	72523318
ADPGK	15	73075622	73076219
COX5A	15	75229874	75230435
COMMD4	15	75628634	75628895
FBXO22	15	76195709	76196098
C15orf40	15	83679769	83680177
NGRN	15	90808405	90808644
NGRN	15	90809190	90809427
PRC1	15	91537920	91538200
LYSMD4	15	100273702	100274101
NA	15	101835547	101835799
NA	16	3414578	3414968
TRAP1	16	3767232	3767489
BFAR	16	14726710	14726942
CCP110	16	19535371	19535579
LOC101060521;POLR3E	16	22308601	22308868
NDUFAB1	16	23607320	23607763
ASPHD1	16	29911977	29912211
C16orf58	16	31519814	31520057
ZNF267	16	31884959	31885632
BRD7	16	50402366	50402738
TK2	16	66583768	66584001
FAM96B	16	66967996	66968208
CBFB	16	67063251	67063513
VPS4A	16	69345398	69346027
CYB5B	16	69458433	69458878
MIR1538	16	69599366	69599712
ATMIN	16	81069464	81070111
NA	16	89883087	89883546
ZZEF1	17	4046017	4046230
ANKFY1	17	4167012	4167256
NEURL4	17	7232297	7232654
SCO1	17	10600765	10601013
NA	17	13972497	13972855
TOP3A	17	18217822	18218040
NA	17	21116842	21117234
NUFIP2	17	27619935	27620304
NUFIP2	17	27621153	27621576
MIR3184;MIR423	17	28444217	28444495
ZNHIT3	17	34842365	34843153
GGNBP2	17	34900810	34901008
DDX52	17	36003258	36003763
PSMB3	17	36908922	36909416
PSMD3	17	38137402	38137627
NA	17	38804069	38804557
PTRF	17	40575253	40575456
COASY	17	40714275	40714577
EFTUD2	17	42976333	42976550
ATP5G1	17	46970077	46970720
NGFR	17	47572518	47572941
TRIM25	17	54991175	54991414
SRSF1	17	56085033	56085294
SKA2	17	57231432	57231682
RPS6KB1	17	57970772	57970973
PPM1D	17	58678189	58678821
BRIP1	17	59940947	59941250
INTS2	17	60005406	60005602
PSMC5	17	61904743	61905071
AMZ2P1	17	62972091	62972385
AMZ2	17	66243732	66244051
NUP85	17	73201205	73201588
NUP85	17	73201691	73201938
NA	17	74553356	74553672
NA	17	78428841	78429059
CCDC137	17	79634014	79634362
LOC101929597;TBCD	17	80709929	80710254
THOC1	18	267865	268063
TUBB6	18	12307521	12307827
ROCK1	18	18691146	18691421
ROCK1	18	18691880	18692263
NA	18	29522486	29523040
C18orf21	18	33552132	33552662
NARS	18	55288919	55289153
TXNL4A	18	77748389	77748636
NA	19	2328673	2329009
LMNB2	19	2456743	2456950
TNFSF9	19	6530520	6530966
ZNF557	19	7069670	7069955
C19orf53	19	13885405	13885642
NA	19	34663088	34663280
NA	19	36103641	36103869
ZNF568	19	37407295	37407593
ZNF546	19	40502694	40502896
PPP1R37	19	45596231	45596554
SYMPK	19	46365883	46366375
IRF2BP1	19	46388865	46389138
AP2S1	19	47353309	47353868
GLTSCR1	19	48111361	48111714
RUVBL2	19	49497004	49497605
PIH1D1	19	49954816	49955171
SNORD88C;C19orf48	19	51307447	51307688
ZNF766	19	52772523	52772852
ZNF766	19	52773002	52773418
CACNG8	19	54465162	54465520
RPS9	19	54704286	54704848
PPP6R1	19	55769873	55770456
EPN1	19	56186223	56186449
ZNF773	19	58011188	58011400
ZNF544	19	58739999	58740360
ZNF343	20	2505476	2505798
POFUT1	20	30795801	30796048
ITCH	20	32951462	32951710
RBM12	20	34252964	34253166
NA	20	34541624	34541975
SOGA1	20	35490477	35490692
PIGT	20	44044457	44044736
TP53RK	20	45317622	45317940
CEBPB	20	48807237	48807488
GID8	20	61569660	61569944
LTN1	21	30365369	30365569
CCT8	21	30446174	30446470
MIS18A	21	33650963	33651492
CHAF1B	21	37757694	37757952
NA	21	45905452	45905850
PTTG1IP	21	46293414	46293735
C21orf67	21	46359564	46360172
PEX26	22	18560676	18561218
MRPL40	22	19419528	19419931
MIR1306;DGCR8	22	20067121	20067451
CRKL	22	21272104	21272449
MAPK1	22	22222035	22222451
CCDC157	22	30752283	30752544
PRR14L	22	32145589	32145829
TOMM22	22	39078221	39078465
NPTXR	22	39239857	39240150
RNU86;SNORD83B;RPL3	22	39715884	39716135
TOB2	22	41842094	41842368
XRCC6	22	42017699	42017958
DENND6B	22	50765862	50766148
